Students	10000
1363	38 20 10 61
1364	27 51 66 65
1365	71 31 2 15
1366	80 26 88 84
1367	84 69 25 16
1368	9 31 90 27
1369	40 51 6 87
1370	47 82 68 66
1371	14 76 68 5
1372	59 5 16 67
1373	37 36 74 2
1374	15 13 42 14
1375	39 13 67 55
1376	68 26 27 43
1377	46 26 32 8
1378	84 30 45 60
1379	84 50 53 68
1380	12 14 81 73
1381	4 63 18 11
1382	71 19 7 42
1383	77 11 57 88
1384	82 56 63 42
1385	87 31 62 30
1386	57 67 5 16
1387	65 61 25 49
1388	88 85 19 38
1389	32 30 72 28
1390	5 50 76 32
1391	24 80 82 79
1392	21 56 33 14
1393	66 13 68 84
1394	58 15 3 20
1395	87 61 89 72
1396	1 70 45 43
1397	75 54 41 27
1398	43 84 48 26
1399	65 76 59 21
1400	38 28 60 80
1401	85 36 5 46
1402	19 52 24 89
1403	39 84 50 26
1404	11 83 88 62
1405	22 69 5 47
1406	23 19 26 22
1407	78 21 86 85
1408	70 5 45 80
1409	19 75 21 86
1410	8 76 64 87
1411	29 5 20 56
1412	22 12 54 38
1413	61 87 27 17
1414	63 53 31 69
1415	56 87 52 73
1416	47 68 4 87
1417	37 66 21 50
1418	64 5 11 76
1419	42 1 65 48
1420	54 56 29 62
1421	29 84 89 68
1422	89 28 40 22
1423	27 20 37 51
1424	7 12 51 70
1425	4 70 5 86
1426	29 52 66 76
1427	83 27 28 88
1428	2 23 69 46
1429	51 14 79 19
1430	65 79 82 34
1431	54 47 17 43
1432	62 27 20 89
1433	22 86 43 20
1434	87 59 76 32
1435	73 40 87 69
1436	27 63 2 3
1437	8 38 21 57
1438	68 50 61 41
1439	78 45 20 10
1440	1 19 52 39
1441	69 47 88 31
1442	55 16 62 59
1443	29 77 62 35
1444	79 12 2 19
1445	78 44 62 47
1446	77 43 84 30
1447	35 81 10 22
1448	72 55 19 46
1449	47 39 67 30
1450	12 48 67 33
1451	13 79 59 67
1452	50 85 65 6
1453	3 53 90 75
1454	86 30 77 74
1455	75 46 15 80
1456	59 5 4 79
1457	60 28 81 45
1458	31 32 22 56
1459	41 67 2 14
1460	66 85 5 7
1461	6 20 59 37
1462	61 31 46 23
1463	16 17 27 19
1464	75 68 64 86
1465	43 88 77 39
1466	6 73 20 41
1467	16 23 29 35
1468	70 4 2 54
1469	40 56 29 77
1470	21 32 79 48
1471	40 12 46 72
1472	11 84 3 58
1473	18 62 59 68
1474	69 10 81 50
1475	76 53 54 78
1476	3 49 36 37
1477	26 3 81 64
1478	51 2 69 8
1479	10 43 19 59
1480	81 13 40 65
1481	79 80 52 1
1482	18 69 78 23
1483	79 45 52 88
1484	41 31 39 29
1485	37 67 20 16
1486	72 33 10 35
1487	90 2 31 60
1488	9 27 43 24
1489	66 19 8 79
1490	9 26 67 15
1491	42 58 49 50
1492	43 34 75 16
1493	39 89 5 2
1494	22 72 73 68
1495	35 80 31 7
1496	87 44 61 65
1497	64 71 65 9
1498	50 33 25 24
1499	13 79 12 47
1500	39 61 87 47
1501	21 11 59 73
1502	74 48 23 83
1503	49 60 59 16
1504	1 50 40 19
1505	37 21 25 85
1506	66 45 81 34
1507	17 28 67 60
1508	61 71 88 84
1509	75 67 65 83
1510	25 51 40 81
1511	67 57 77 22
1512	74 52 22 43
1513	4 18 72 38
1514	61 23 26 63
1515	79 32 48 70
1516	63 53 9 27
1517	38 13 25 21
1518	35 63 64 65
1519	4 46 65 87
1520	75 58 9 17
1521	73 45 22 54
1522	3 22 21 17
1523	63 55 40 21
1524	69 35 39 51
1525	55 27 40 30
1526	60 86 24 40
1527	33 84 3 80
1528	21 83 45 77
1529	72 66 3 33
1530	12 61 71 48
1531	72 11 86 26
1532	13 81 80 43
1533	43 88 16 17
1534	83 28 31 46
1535	89 53 74 22
1536	9 39 74 50
1537	26 6 62 54
1538	51 27 59 35
1539	2 5 74 22
1540	85 15 16 5
1541	17 70 61 25
1542	62 89 39 57
1543	23 70 9 13
1544	60 2 69 36
1545	12 55 8 90
1546	29 49 41 36
1547	38 65 29 66
1548	28 34 38 16
1549	65 68 72 36
1550	36 15 35 43
1551	82 46 67 78
1552	50 59 14 52
1553	11 5 87 47
1554	52 36 18 80
1555	45 62 88 43
1556	78 48 3 52
1557	74 18 26 47
1558	55 64 41 50
1559	82 33 22 80
1560	33 14 22 81
1561	69 60 11 7
1562	50 26 32 46
1563	29 88 25 71
1564	43 51 26 25
1565	27 25 33 3
1566	50 9 78 34
1567	56 68 79 3
1568	25 11 44 63
1569	45 9 53 44
1570	61 34 9 70
1571	87 25 63 3
1572	3 65 46 42
1573	4 17 81 25
1574	87 10 67 84
1575	71 9 81 43
1576	39 90 35 31
1577	40 32 31 58
1578	73 27 31 39
1579	47 43 51 59
1580	36 84 31 17
1581	31 80 83 47
1582	26 3 52 11
1583	50 38 16 42
1584	46 36 32 64
1585	34 85 56 75
1586	72 52 81 44
1587	20 82 48 17
1588	53 63 23 29
1589	51 13 76 40
1590	50 8 16 1
1591	81 73 65 22
1592	64 10 86 21
1593	30 40 24 1
1594	49 53 21 34
1595	35 69 28 68
1596	76 82 70 24
1597	65 32 2 63
1598	88 37 34 46
1599	21 35 58 85
1600	39 24 86 23
1601	18 55 35 38
1602	19 30 71 61
1603	14 88 37 19
1604	84 90 44 66
1605	7 12 13 14
1606	14 87 31 13
1607	87 86 46 14
1608	52 8 37 31
1609	71 27 90 10
1610	57 84 33 42
1611	6 49 29 40
1612	67 90 15 48
1613	4 6 18 46
1614	14 37 23 84
1615	40 79 76 13
1616	52 70 17 90
1617	38 71 9 90
1618	57 45 73 67
1619	29 26 79 12
1620	11 6 51 17
1621	85 66 90 75
1622	9 51 22 16
1623	11 1 75 31
1624	23 21 70 40
1625	37 13 53 8
1626	8 12 66 49
1627	17 90 74 27
1628	73 72 52 47
1629	90 85 33 32
1630	56 25 17 69
1631	43 81 59 6
1632	76 65 38 57
1633	30 24 4 88
1634	12 5 67 51
1635	57 72 52 15
1636	51 30 15 21
1637	58 17 74 46
1638	24 61 77 9
1639	45 86 82 20
1640	65 79 25 10
1641	37 84 23 86
1642	83 90 85 58
1643	19 4 32 81
1644	81 48 40 89
1645	6 42 48 49
1646	77 79 20 37
1647	11 67 24 55
1648	1 84 85 61
1649	49 39 28 69
1650	71 47 3 74
1651	61 45 10 84
1652	34 86 36 89
1653	14 78 71 62
1654	69 86 47 49
1655	55 35 19 51
1656	71 84 63 53
1657	4 60 17 35
1658	69 20 46 81
1659	72 26 30 49
1660	39 74 12 14
1661	10 16 60 49
1662	30 3 51 25
1663	35 5 38 53
1664	87 35 75 48
1665	48 52 46 45
1666	69 66 38 9
1667	90 48 89 61
1668	29 27 23 89
1669	84 58 90 80
1670	61 2 36 79
1671	42 83 53 44
1672	9 48 86 30
1673	16 60 12 10
1674	32 78 68 63
1675	49 73 45 83
1676	2 20 89 62
1677	82 23 22 28
1678	22 66 35 11
1679	40 16 44 24
1680	55 30 6 42
1681	57 5 82 86
1682	37 61 50 71
1683	41 55 49 39
1684	3 78 84 2
1685	51 22 11 68
1686	1 5 57 53
1687	73 10 80 59
1688	20 81 48 82
1689	2 72 56 7
1690	75 82 39 78
1691	29 9 45 58
1692	66 16 89 41
1693	41 71 44 13
1694	33 83 40 30
1695	47 11 26 69
1696	76 21 89 51
1697	29 44 19 22
1698	1 83 33 23
1699	64 46 75 56
1700	54 86 3 56
1701	32 68 29 6
1702	86 87 76 11
1703	26 21 20 81
1704	83 8 42 31
1705	23 11 90 82
1706	1 61 31 52
1707	5 13 36 38
1708	57 71 32 9
1709	6 75 66 81
1710	41 1 78 8
1711	66 70 14 45
1712	85 17 62 25
1713	48 47 76 30
1714	63 24 15 87
1715	41 51 6 65
1716	22 81 9 39
1717	80 25 14 4
1718	33 40 15 60
1719	18 62 76 68
1720	12 26 47 86
1721	73 44 57 7
1722	59 67 20 46
1723	72 29 68 20
1724	72 60 68 7
1725	51 48 74 82
1726	57 86 6 32
1727	84 81 24 14
1728	26 31 37 64
1729	38 31 77 65
1730	50 61 75 54
1731	10 50 43 42
1732	2 47 26 80
1733	71 62 22 40
1734	9 39 37 35
1735	33 54 5 56
1736	45 23 89 58
1737	82 71 59 23
1738	10 1 13 4
1739	9 77 26 19
1740	7 26 83 4
1741	24 27 41 32
1742	47 66 62 15
1743	47 19 55 90
1744	10 76 49 85
1745	9 6 2 12
1746	70 47 45 4
1747	13 69 59 43
1748	55 83 17 58
1749	60 3 31 20
1750	70 75 88 15
1751	83 24 71 26
1752	23 39 43 20
1753	31 35 18 25
1754	68 65 55 59
1755	55 35 25 67
1756	37 68 49 55
1757	63 72 13 85
1758	49 25 45 73
1759	26 79 73 44
1760	60 70 66 64
1761	38 60 42 59
1762	75 56 8 38
1763	62 17 80 39
1764	35 79 24 16
1765	52 10 17 78
1766	80 53 63 71
1767	22 2 71 17
1768	65 59 43 53
1769	25 68 15 57
1770	2 49 84 15
1771	47 26 15 67
1772	34 55 77 89
1773	21 85 49 42
1774	2 4 10 22
1775	28 71 44 39
1776	22 72 30 63
1777	31 7 8 89
1778	86 26 64 14
1779	77 81 43 26
1780	8 50 26 4
1781	45 11 73 19
1782	85 68 40 6
1783	77 24 35 87
1784	16 41 75 49
1785	72 39 70 86
1786	34 56 43 69
1787	65 50 84 55
1788	71 82 58 20
1789	86 11 32 67
1790	51 77 63 2
1791	86 90 7 50
1792	30 42 25 60
1793	16 86 24 26
1794	74 55 38 29
1795	38 35 69 3
1796	54 29 26 74
1797	32 89 76 48
1798	5 33 9 15
1799	18 57 58 29
1800	22 60 6 65
1801	50 9 26 36
1802	67 30 23 37
1803	67 73 47 90
1804	29 51 85 76
1805	79 49 77 46
1806	35 79 81 52
1807	9 1 67 19
1808	67 17 26 16
1809	22 82 64 13
1810	20 30 61 29
1811	75 17 6 69
1812	7 14 77 50
1813	27 66 74 19
1814	74 57 37 85
1815	63 38 4 88
1816	36 82 50 40
1817	74 21 58 29
1818	16 4 8 24
1819	89 86 19 55
1820	16 88 43 36
1821	26 58 48 34
1822	50 84 54 79
1823	84 69 12 88
1824	62 1 48 60
1825	27 6 1 74
1826	27 69 14 42
1827	16 70 80 13
1828	3 39 37 74
1829	83 42 51 27
1830	34 27 45 80
1831	89 11 33 35
1832	42 26 11 16
1833	10 21 72 76
1834	29 56 58 30
1835	19 20 31 3
1836	25 37 30 21
1837	23 13 36 32
1838	51 14 25 90
1839	25 1 11 40
1840	85 77 33 90
1841	73 41 84 21
1842	42 48 49 29
1843	22 50 55 73
1844	48 58 50 24
1845	72 62 58 12
1846	10 78 59 28
1847	85 36 57 41
1848	59 54 7 84
1849	15 68 60 28
1850	54 53 5 57
1851	71 87 51 15
1852	87 84 65 3
1853	88 31 81 84
1854	55 53 32 56
1855	63 52 16 81
1856	36 63 43 56
1857	36 67 54 17
1858	52 43 34 49
1859	32 53 41 72
1860	41 46 37 59
1861	51 44 74 75
1862	62 83 22 41
1863	81 75 77 17
1864	8 69 65 45
1865	84 10 23 88
1866	88 34 27 37
1867	50 34 37 77
1868	53 5 44 66
1869	84 10 49 48
1870	49 30 71 38
1871	47 11 54 77
1872	46 59 51 58
1873	76 69 8 21
1874	43 90 55 52
1875	50 86 75 34
1876	24 52 64 36
1877	88 58 67 27
1878	38 33 29 57
1879	86 37 50 53
1880	1 84 47 73
1881	82 51 7 8
1882	46 31 90 48
1883	48 30 38 66
1884	76 1 68 89
1885	30 15 18 19
1886	73 76 67 20
1887	30 8 40 89
1888	45 21 62 54
1889	60 27 76 77
1890	36 57 52 35
1891	81 82 58 39
1892	67 90 86 46
1893	72 57 65 5
1894	67 84 18 83
1895	33 1 47 27
1896	66 31 30 35
1897	53 46 72 76
1898	49 79 36 17
1899	89 69 42 31
1900	68 71 23 6
1901	39 86 32 58
1902	43 22 70 42
1903	67 33 34 43
1904	1 27 17 28
1905	50 47 86 49
1906	78 64 34 82
1907	47 33 55 90
1908	41 31 23 32
1909	41 54 78 38
1910	51 2 73 28
1911	18 7 60 89
1912	12 61 22 40
1913	5 51 53 30
1914	79 11 16 31
1915	60 72 6 43
1916	14 50 32 31
1917	15 26 71 30
1918	78 23 22 9
1919	29 56 63 11
1920	21 80 48 13
1921	23 17 71 84
1922	14 42 70 26
1923	11 89 42 12
1924	2 87 51 16
1925	65 85 80 72
1926	84 11 38 51
1927	4 74 56 37
1928	48 45 30 71
1929	82 32 4 48
1930	42 26 56 73
1931	65 36 49 73
1932	64 78 21 41
1933	83 2 38 12
1934	62 20 31 63
1935	83 29 76 70
1936	61 26 8 49
1937	64 38 49 86
1938	83 61 85 36
1939	17 12 68 28
1940	66 44 89 76
1941	29 15 88 1
1942	8 28 48 19
1943	7 75 9 8
1944	11 62 74 6
1945	63 67 58 74
1946	54 48 13 74
1947	75 72 61 33
1948	39 38 2 83
1949	18 83 74 44
1950	75 17 36 57
1951	28 33 41 21
1952	7 8 6 41
1953	5 2 3 74
1954	61 14 22 4
1955	85 89 45 9
1956	75 56 4 46
1957	50 32 15 45
1958	30 16 28 66
1959	23 74 39 47
1960	41 68 60 59
1961	52 47 39 18
1962	71 11 21 86
1963	88 77 46 66
1964	84 78 15 41
1965	48 3 60 1
1966	39 72 81 18
1967	17 38 60 65
1968	90 60 53 80
1969	5 28 50 67
1970	42 81 65 59
1971	68 18 54 8
1972	81 33 1 7
1973	14 60 84 5
1974	60 3 4 82
1975	69 4 72 36
1976	64 68 9 18
1977	84 16 33 66
1978	8 51 38 62
1979	26 64 44 7
1980	10 82 4 68
1981	34 70 29 41
1982	60 77 42 69
1983	89 61 62 30
1984	39 68 50 74
1985	82 6 63 40
1986	44 29 48 18
1987	26 28 72 38
1988	86 19 16 73
1989	70 79 63 81
1990	47 31 41 73
1991	17 49 72 73
1992	30 69 68 54
1993	72 51 61 88
1994	31 56 26 42
1995	59 32 4 47
1996	10 41 48 76
1997	27 79 39 54
1998	31 22 20 29
1999	83 65 2 15
2000	63 31 6 88
2001	12 43 32 61
2002	12 27 45 58
2003	41 8 46 36
2004	17 34 81 42
2005	36 23 84 79
2006	48 77 65 64
2007	40 64 87 79
2008	83 31 11 60
2009	57 33 71 77
2010	42 61 1 18
2011	52 30 37 44
2012	3 81 24 31
2013	23 2 86 18
2014	1 53 47 21
2015	10 68 47 67
2016	60 21 77 47
2017	64 13 77 50
2018	40 51 90 30
2019	64 28 11 2
2020	30 49 35 3
2021	81 23 59 24
2022	79 22 12 60
2023	4 40 85 61
2024	82 59 67 89
2025	3 37 43 32
2026	40 79 61 56
2027	12 48 6 37
2028	55 24 53 63
2029	74 75 58 27
2030	80 50 81 48
2031	24 57 81 45
2032	37 28 88 51
2033	52 64 10 26
2034	60 31 70 24
2035	84 62 71 16
2036	35 60 55 88
2037	88 67 48 35
2038	11 19 69 12
2039	11 90 21 31
2040	16 61 58 63
2041	81 12 29 49
2042	25 54 83 45
2043	39 13 54 6
2044	30 12 65 7
2045	26 31 64 60
2046	4 24 8 11
2047	27 72 14 68
2048	75 89 37 53
2049	82 29 30 60
2050	70 75 50 73
2051	82 83 50 8
2052	23 31 17 39
2053	11 9 77 41
2054	64 73 74 35
2055	61 51 41 38
2056	45 1 81 70
2057	17 60 15 8
2058	84 8 44 48
2059	70 81 62 23
2060	10 3 34 31
2061	36 48 4 88
2062	58 11 1 9
2063	80 55 82 3
2064	29 45 33 26
2065	23 8 21 13
2066	1 73 65 79
2067	21 3 4 57
2068	49 39 65 62
2069	2 50 86 21
2070	11 50 87 42
2071	75 78 46 41
2072	71 51 33 10
2073	54 87 22 76
2074	84 80 38 34
2075	5 78 63 79
2076	40 43 85 24
2077	59 78 24 48
2078	83 67 4 33
2079	22 54 37 77
2080	1 64 48 17
2081	90 44 8 6
2082	61 28 38 9
2083	8 27 61 58
2084	48 35 27 39
2085	39 74 48 26
2086	90 58 4 11
2087	84 28 11 50
2088	4 73 19 2
2089	22 67 46 1
2090	72 8 58 78
2091	16 73 62 47
2092	73 79 19 15
2093	74 79 76 71
2094	74 48 36 65
2095	22 40 59 72
2096	39 56 41 6
2097	73 25 35 30
2098	52 23 71 59
2099	46 18 65 53
2100	12 61 86 10
2101	63 51 90 69
2102	77 29 39 51
2103	71 31 85 13
2104	42 83 84 35
2105	52 21 72 71
2106	79 5 50 3
2107	18 15 72 76
2108	66 73 54 2
2109	55 79 38 90
2110	38 74 28 53
2111	47 20 40 50
2112	16 70 66 47
2113	77 71 59 6
2114	52 31 34 22
2115	26 63 36 71
2116	30 10 7 53
2117	53 58 9 68
2118	6 70 5 53
2119	58 40 6 25
2120	66 75 6 30
2121	15 16 3 36
2122	2 73 90 1
2123	32 86 48 31
2124	79 15 21 83
2125	87 83 5 90
2126	90 6 19 2
2127	58 10 14 50
2128	28 42 31 9
2129	4 53 73 17
2130	17 53 6 28
2131	54 61 81 52
2132	20 11 47 58
2133	66 84 3 39
2134	18 26 14 38
2135	47 83 62 15
2136	34 76 13 87
2137	45 70 11 32
2138	30 88 31 62
2139	86 19 75 33
2140	44 15 58 13
2141	52 85 38 71
2142	6 68 47 59
2143	23 76 16 77
2144	34 44 71 40
2145	1 37 42 60
2146	52 8 10 57
2147	10 15 32 87
2148	26 56 40 39
2149	20 26 10 89
2150	41 88 36 79
2151	51 26 9 40
2152	49 25 16 76
2153	89 59 12 23
2154	11 13 66 86
2155	30 24 62 16
2156	61 39 62 27
2157	44 76 53 63
2158	70 76 22 26
2159	62 55 41 84
2160	44 32 81 14
2161	68 23 40 75
2162	13 73 60 65
2163	26 6 66 14
2164	67 85 1 41
2165	83 18 73 2
2166	13 61 1 90
2167	21 14 67 29
2168	68 43 22 48
2169	73 61 14 58
2170	11 18 84 36
2171	90 26 52 21
2172	56 31 7 33
2173	43 7 39 19
2174	5 90 4 30
2175	20 90 74 64
2176	23 71 11 27
2177	50 86 5 1
2178	21 37 1 88
2179	40 77 44 87
2180	17 75 64 67
2181	52 18 84 74
2182	56 26 17 24
2183	83 82 57 38
2184	23 85 76 11
2185	73 2 81 1
2186	42 4 27 19
2187	84 49 78 58
2188	35 59 65 47
2189	50 70 54 87
2190	86 23 36 2
2191	71 39 3 4
2192	10 84 90 9
2193	65 19 9 16
2194	42 89 26 45
2195	69 27 89 10
2196	73 11 25 5
2197	88 27 33 16
2198	39 52 51 58
2199	76 32 50 54
2200	46 51 73 4
2201	31 81 21 71
2202	51 9 29 19
2203	52 43 51 62
2204	18 16 66 14
2205	19 37 87 1
2206	13 32 18 12
2207	86 20 89 15
2208	17 43 58 90
2209	12 58 1 45
2210	90 78 28 53
2211	67 15 76 16
2212	4 26 43 90
2213	2 28 46 54
2214	39 42 64 69
2215	79 33 18 16
2216	42 72 79 54
2217	74 4 72 71
2218	17 12 84 33
2219	51 84 72 80
2220	6 73 11 32
2221	42 69 67 63
2222	29 74 73 19
2223	22 42 79 1
2224	89 3 41 72
2225	38 62 22 23
2226	3 42 80 59
2227	51 7 27 77
2228	16 47 73 31
2229	79 69 14 10
2230	18 26 45 81
2231	56 63 58 18
2232	49 70 40 69
2233	24 30 51 89
2234	15 82 21 4
2235	10 59 13 25
2236	17 72 6 84
2237	32 24 5 63
2238	83 89 28 50
2239	1 89 37 65
2240	46 23 35 79
2241	35 90 52 2
2242	71 32 16 40
2243	2 69 38 51
2244	81 59 13 39
2245	80 86 83 53
2246	13 77 30 45
2247	1 45 30 90
2248	21 2 18 81
2249	7 50 88 47
2250	3 35 2 10
2251	84 36 71 26
2252	39 41 4 49
2253	5 59 25 43
2254	37 80 55 59
2255	15 85 4 1
2256	79 62 2 85
2257	22 9 41 28
2258	45 9 52 54
2259	14 24 10 57
2260	23 51 79 31
2261	61 77 59 44
2262	55 54 36 51
2263	79 6 40 24
2264	71 56 58 7
2265	69 8 10 22
2266	22 79 9 35
2267	14 15 61 32
2268	60 74 64 3
2269	84 8 90 29
2270	7 66 4 49
2271	84 67 73 9
2272	47 60 90 39
2273	33 51 17 89
2274	36 30 45 72
2275	21 56 9 19
2276	7 44 70 10
2277	31 57 4 32
2278	34 87 85 27
2279	42 16 69 17
2280	79 57 42 43
2281	42 64 53 75
2282	56 12 85 8
2283	84 6 75 85
2284	63 78 73 28
2285	58 46 70 26
2286	42 52 47 80
2287	66 76 11 16
2288	41 52 77 18
2289	27 66 81 2
2290	83 16 12 76
2291	68 31 8 12
2292	86 56 11 24
2293	45 18 36 41
2294	78 74 20 42
2295	26 17 10 63
2296	42 27 7 4
2297	81 52 37 24
2298	14 89 78 60
2299	87 25 78 33
2300	5 33 34 16
2301	16 29 44 4
2302	71 4 33 19
2303	89 54 80 43
2304	4 51 6 83
2305	64 76 49 22
2306	20 74 38 69
2307	38 45 11 33
2308	81 54 29 57
2309	90 87 70 14
2310	31 23 59 78
2311	40 71 45 69
2312	44 77 39 57
2313	43 29 75 80
2314	15 78 42 58
2315	33 61 28 53
2316	49 35 41 72
2317	84 28 41 33
2318	16 36 32 59
2319	80 86 31 23
2320	76 33 52 87
2321	2 73 21 51
2322	56 65 59 47
2323	83 11 75 34
2324	36 46 25 29
2325	48 41 11 51
2326	70 78 34 3
2327	80 89 83 7
2328	55 7 66 63
2329	12 38 55 50
2330	90 5 2 33
2331	50 60 16 85
2332	38 90 85 67
2333	20 60 68 22
2334	57 24 79 11
2335	89 55 60 38
2336	18 45 48 56
2337	66 60 50 52
2338	54 47 28 78
2339	82 44 41 55
2340	83 62 25 48
2341	41 54 27 73
2342	86 48 49 5
2343	66 15 5 7
2344	10 27 40 82
2345	4 51 47 23
2346	57 6 79 38
2347	55 54 9 4
2348	24 72 5 75
2349	52 73 37 9
2350	32 18 20 15
2351	35 31 28 16
2352	14 6 85 53
2353	57 17 61 59
2354	38 55 33 85
2355	88 38 39 42
2356	66 2 65 8
2357	2 90 85 53
2358	13 76 25 60
2359	89 53 3 69
2360	12 60 5 34
2361	12 20 9 14
2362	30 72 51 25
2363	19 34 57 40
2364	49 67 22 21
2365	1 62 22 36
2366	45 18 63 1
2367	48 70 60 54
2368	8 48 3 6
2369	11 41 78 51
2370	15 12 57 74
2371	49 60 46 35
2372	11 7 73 65
2373	78 58 6 37
2374	1 86 23 77
2375	59 16 79 2
2376	49 37 31 69
2377	3 44 27 30
2378	8 32 81 24
2379	60 78 2 44
2380	3 59 64 29
2381	31 15 21 8
2382	9 60 10 71
2383	53 71 23 4
2384	72 69 7 62
2385	20 61 52 35
2386	75 25 81 28
2387	48 68 84 20
2388	59 69 14 35
2389	42 57 31 83
2390	51 40 86 16
2391	2 74 70 26
2392	27 33 71 37
2393	72 50 65 24
2394	38 45 5 26
2395	29 28 20 68
2396	31 6 28 1
2397	9 62 7 51
2398	27 26 6 86
2399	51 32 25 3
2400	14 83 41 37
2401	30 6 83 56
2402	28 75 79 38
2403	14 52 29 71
2404	49 58 75 60
2405	24 40 62 57
2406	80 7 5 59
2407	57 13 80 78
2408	30 4 87 1
2409	77 88 80 73
2410	63 10 72 44
2411	81 4 89 18
2412	9 20 37 48
2413	9 33 11 90
2414	83 81 89 65
2415	55 19 9 12
2416	13 36 18 78
2417	11 19 2 87
2418	52 74 77 62
2419	61 72 2 89
2420	85 41 75 61
2421	76 87 57 86
2422	84 52 67 60
2423	54 61 86 44
2424	85 68 39 46
2425	37 56 25 24
2426	31 84 66 54
2427	74 17 50 80
2428	75 31 54 59
2429	84 63 79 37
2430	4 11 73 27
2431	61 77 6 10
2432	62 37 30 72
2433	33 16 85 44
2434	51 18 65 42
2435	41 52 64 33
2436	54 21 24 71
2437	71 44 40 89
2438	76 48 47 71
2439	89 21 49 43
2440	38 56 25 75
2441	2 1 34 85
2442	67 77 12 68
2443	17 50 6 28
2444	88 14 26 77
2445	47 5 34 58
2446	84 26 18 47
2447	75 53 71 35
2448	61 41 47 45
2449	78 61 11 22
2450	30 47 87 85
2451	72 5 32 47
2452	52 16 80 56
2453	19 42 81 21
2454	56 34 79 32
2455	81 18 66 20
2456	65 11 84 5
2457	26 6 62 34
2458	36 1 19 21
2459	71 5 65 16
2460	8 46 90 85
2461	45 54 87 28
2462	44 19 52 45
2463	85 44 42 68
2464	40 33 42 82
2465	51 49 60 89
2466	66 68 77 4
2467	63 12 14 69
2468	14 52 26 34
2469	61 87 48 38
2470	75 41 11 16
2471	45 25 15 17
2472	53 56 87 6
2473	14 36 30 68
2474	34 61 17 72
2475	39 89 24 52
2476	47 23 35 30
2477	54 56 41 14
2478	7 5 42 89
2479	90 57 83 68
2480	24 46 26 87
2481	86 90 18 36
2482	2 17 65 26
2483	8 89 2 3
2484	1 18 66 47
2485	43 13 79 47
2486	90 41 28 46
2487	14 73 31 38
2488	64 11 75 8
2489	33 84 47 45
2490	73 30 19 8
2491	4 55 82 1
2492	77 28 49 64
2493	74 49 30 1
2494	51 31 40 87
2495	72 70 7 61
2496	60 64 8 50
2497	45 28 90 82
2498	47 22 30 88
2499	20 31 66 84
2500	81 9 67 89
2501	65 64 86 46
2502	14 49 11 39
2503	59 5 12 80
2504	68 63 61 44
2505	69 34 12 38
2506	64 84 33 16
2507	9 70 53 72
2508	87 90 10 64
2509	65 88 77 78
2510	85 32 8 90
2511	81 4 55 89
2512	23 64 30 36
2513	82 77 7 16
2514	48 67 46 28
2515	1 45 49 5
2516	11 7 60 56
2517	79 14 46 27
2518	50 8 54 31
2519	50 8 88 80
2520	32 10 69 44
2521	45 5 82 9
2522	73 21 23 19
2523	7 56 80 52
2524	75 19 39 46
2525	43 28 34 49
2526	59 75 61 85
2527	31 57 20 25
2528	36 47 59 54
2529	49 34 46 88
2530	40 33 37 72
2531	1 42 57 40
2532	42 37 14 54
2533	76 30 8 85
2534	47 22 75 37
2535	40 86 57 65
2536	44 23 35 71
2537	88 32 42 9
2538	48 78 51 90
2539	76 26 27 43
2540	15 39 57 8
2541	60 57 16 18
2542	66 49 55 80
2543	81 79 35 47
2544	37 29 22 49
2545	50 34 1 28
2546	39 7 80 73
2547	33 16 26 79
2548	9 30 63 36
2549	27 50 75 72
2550	84 68 74 18
2551	44 70 25 89
2552	49 71 46 25
2553	76 33 53 72
2554	13 82 75 2
2555	66 47 52 5
2556	61 22 68 57
2557	56 41 20 24
2558	1 3 19 31
2559	36 39 28 5
2560	51 6 88 44
2561	16 6 68 21
2562	72 39 1 65
2563	45 71 43 14
2564	22 17 74 84
2565	58 46 53 9
2566	90 43 71 39
2567	23 84 83 33
2568	4 46 86 47
2569	49 90 24 87
2570	16 5 56 32
2571	62 76 80 10
2572	25 70 82 84
2573	9 87 82 52
2574	53 10 71 31
2575	14 72 54 58
2576	85 26 38 50
2577	88 60 24 34
2578	82 76 14 61
2579	85 1 61 37
2580	55 27 13 51
2581	63 16 85 50
2582	54 7 78 72
2583	8 18 75 28
2584	83 8 22 43
2585	73 50 17 29
2586	74 77 3 86
2587	23 61 8 3
2588	89 54 42 72
2589	83 4 82 33
2590	73 89 5 33
2591	80 36 12 81
2592	53 8 22 85
2593	68 50 10 33
2594	13 15 64 47
2595	10 35 62 24
2596	27 22 48 87
2597	68 22 30 51
2598	89 7 25 69
2599	35 27 58 19
2600	61 40 68 13
2601	81 83 67 11
2602	60 35 9 79
2603	50 51 71 70
2604	61 72 76 17
2605	36 17 86 30
2606	60 45 6 15
2607	65 88 64 73
2608	78 16 63 21
2609	46 56 10 51
2610	75 83 54 57
2611	39 74 12 69
2612	86 18 36 72
2613	65 89 7 71
2614	48 5 71 20
2615	68 64 90 84
2616	61 85 7 63
2617	88 70 86 54
2618	70 15 77 89
2619	67 79 1 5
2620	80 27 89 38
2621	27 65 79 60
2622	64 24 48 75
2623	5 15 39 8
2624	60 45 17 50
2625	58 28 12 81
2626	31 54 35 59
2627	85 6 64 90
2628	54 88 25 42
2629	4 85 34 83
2630	78 82 63 5
2631	13 15 71 2
2632	68 21 8 78
2633	39 18 41 60
2634	74 21 41 30
